file	line	terms	excerpt
src/hooks/index.ts	1	kpi	export * from './useKPIsGestao';
src/hooks/index.ts	2	kpi	export * from './useKPIsComercial';
src/hooks/index.ts	3	kpi,retencao	export * from './useKPIsRetencao';
src/hooks/index.ts	4	kpi	export * from './useKPIsProfessor';
src/hooks/useSupabaseMutations.ts	26	pagante	alunos_pagantes?: number
src/hooks/useSupabaseMutations.ts	27	matricula	matriculas_ativas?: number
src/hooks/useSupabaseMutations.ts	28	matricula	matriculas_banda?: number
src/hooks/useSupabaseMutations.ts	29	matricula	matriculas_2_curso?: number
src/hooks/useSupabaseMutations.ts	30	matricula	novas_matriculas?: number
src/hooks/useSupabaseMutations.ts	35	permanencia	tempo_permanencia?: number
src/hooks/useSupabaseMutations.ts	36	inadimplencia	inadimplencia?: number
src/hooks/useSupabaseMutations.ts	44	pagante	p_alunos_pagantes: params.alunos_pagantes,
src/hooks/useSupabaseMutations.ts	45	matricula	p_novas_matriculas: params.novas_matriculas,
src/hooks/useSupabaseMutations.ts	50	permanencia	p_tempo_permanencia: params.tempo_permanencia,
src/hooks/useSupabaseMutations.ts	51	inadimplencia	p_inadimplencia: params.inadimplencia,
src/hooks/useSupabaseMutations.ts	77	matricula	meta_matriculas_mes?: number
src/hooks/useSupabaseMutations.ts	82	permanencia	meta_permanencia?: number
src/hooks/useSupabaseMutations.ts	83	inadimplencia	meta_inadimplencia?: number
src/hooks/useSupabaseMutations.ts	109	matricula	if (params.meta_matriculas_mes !== undefined) updateData.meta_matriculas_mes = params.meta_matriculas_mes
src/hooks/useSupabaseMutations.ts	114	permanencia	if (params.meta_permanencia !== undefined) updateData.meta_permanencia = params.meta_permanencia
src/hooks/useSupabaseMutations.ts	115	inadimplencia	if (params.meta_inadimplencia !== undefined) updateData.meta_inadimplencia = params.meta_inadimplencia
src/hooks/useComercialData.ts	5	kpi	KPIsComerciais,
src/hooks/useComercialData.ts	17	kpi	const [kpis, setKpis] = useState<KPIsComerciais | null>(null);
src/hooks/useComercialData.ts	45	kpi	// Calcular KPIs
src/hooks/useComercialData.ts	47	kpi	const kpisCalculados = calcularKPIs(data);
src/hooks/useComercialData.ts	48	kpi	setKpis(kpisCalculados);
src/hooks/useComercialData.ts	85	kpi	kpis,
src/hooks/useComercialData.ts	93	kpi	function calcularKPIs(data: DadosComerciais[]): KPIsComerciais {
src/hooks/useComercialData.ts	96	matricula	const novasMatriculas = data.reduce((sum, d) => sum + (d.novas_matriculas_total || 0), 0);
src/hooks/useComercialData.ts	97	matricula	const matriculasLAMK = data.reduce((sum, d) => sum + (d.novas_matriculas_lamk || 0), 0);
src/hooks/useComercialData.ts	98	matricula	const matriculasEMLA = data.reduce((sum, d) => sum + (d.novas_matriculas_emla || 0), 0);
src/hooks/useComercialData.ts	115	matricula	novasMatriculas,
src/hooks/useComercialData.ts	116	matricula	matriculasLAMK,
src/hooks/useComercialData.ts	117	matricula	matriculasEMLA,
src/hooks/useComercialData.ts	119	matricula	taxaExpMat: aulasExperimentais > 0 ? (novasMatriculas / aulasExperimentais) * 100 : 0,
src/hooks/useComercialData.ts	120	conversao,matricula	taxaConversaoTotal: totalLeads > 0 ? (novasMatriculas / totalLeads) * 100 : 0,
src/hooks/useComercialData.ts	140	matricula	existing.matriculas += d.novas_matriculas_total || 0;
src/hooks/useComercialData.ts	141	matricula	existing.matriculasLAMK += d.novas_matriculas_lamk || 0;
src/hooks/useComercialData.ts	142	matricula	existing.matriculasEMLA += d.novas_matriculas_emla || 0;
src/hooks/useComercialData.ts	156	matricula	matriculas: d.novas_matriculas_total || 0,
src/hooks/useComercialData.ts	157	matricula	matriculasLAMK: d.novas_matriculas_lamk || 0,
src/hooks/useComercialData.ts	158	matricula	matriculasEMLA: d.novas_matriculas_emla || 0,
src/hooks/useComercialData.ts	181	kpi	const kpis = calcularKPIs(dadosUnidade);
src/hooks/useComercialData.ts	184	kpi	totalLeads: kpis.totalLeads,
src/hooks/useComercialData.ts	185	kpi	aulasExperimentais: kpis.aulasExperimentais,
src/hooks/useComercialData.ts	186	kpi,matricula	novasMatriculas: kpis.novasMatriculas,
src/hooks/useComercialData.ts	187	kpi,matricula	matriculasLAMK: kpis.matriculasLAMK,
src/hooks/useComercialData.ts	188	kpi,matricula	matriculasEMLA: kpis.matriculasEMLA,
src/hooks/useComercialData.ts	189	kpi	taxaLeadExp: kpis.taxaLeadExp,
src/hooks/useComercialData.ts	190	kpi	taxaExpMat: kpis.taxaExpMat,
src/hooks/useComercialData.ts	191	conversao,kpi	taxaConversaoTotal: kpis.taxaConversaoTotal,
src/hooks/useComercialData.ts	192	kpi	ticketMedioParcelas: kpis.ticketMedioParcelas,
src/hooks/useComercialData.ts	193	kpi	faturamentoPassaporte: kpis.faturamentoPassaporte,
src/hooks/useComercialData.ts	197	matricula	return resultado.sort((a, b) => b.novasMatriculas - a.novasMatriculas);
src/hooks/useProfessoresPerformance.ts	10	matricula	matriculas: number;
src/hooks/useProfessoresPerformance.ts	11	conversao	taxa_conversao: number;
src/hooks/useProfessoresPerformance.ts	23	matricula	matriculas: number;
src/hooks/useProfessoresPerformance.ts	27	conversao	taxa_conversao: number;
src/hooks/useProfessoresPerformance.ts	64	evasao	let evasaoQuery = supabase
src/hooks/useProfessoresPerformance.ts	67	evasao	.in('tipo', ['evasao', 'nao_renovacao'])
src/hooks/useProfessoresPerformance.ts	73	evasao	evasaoQuery = evasaoQuery.or(`motivo_saida_id.in.(${idsMotivosQueContam.join(',')}),motivo_saida_id.is.null`);
src/hooks/useProfessoresPerformance.ts	75	evasao	const { data: evasaoData } = await evasaoQuery;
src/hooks/useProfessoresPerformance.ts	77	evasao	if (evasaoData) {
src/hooks/useProfessoresPerformance.ts	79	evasao	for (const row of evasaoData) {
src/hooks/useProfessoresPerformance.ts	88	conversao	const scoreConversao = (prof.taxa_conversao || 0) * 0.4;
src/hooks/useProfessoresPerformance.ts	90	conversao	const score_saude = scoreConversao + scoreRenovacao;
src/hooks/useProfessoresPerformance.ts	121	matricula	matriculas: acc.matriculas + (p.matriculas || 0),
src/hooks/useProfessoresPerformance.ts	125	matricula	}), { experimentais: 0, matriculas: 0, evasoes: 0, contratos_vencer: 0, renovacoes: 0 });
src/hooks/useProfessoresPerformance.ts	129	conversao,matricula	taxa_conversao: total.experimentais > 0 ? (100 * total.matriculas / total.experimentais) : 0,
src/hooks/useProfessoresPerformance.ts	143	matricula	experimentais: 0, matriculas: 0, evasoes: 0,
src/hooks/useProfessoresPerformance.ts	145	conversao	taxa_conversao: 0, taxa_renovacao: 0, nao_renovados: 0,
src/hooks/useProfessoresPerformance.ts	150	matricula	agrupado[p.unidade].matriculas += p.matriculas || 0;
src/hooks/useProfessoresPerformance.ts	160	conversao,matricula	t.taxa_conversao = t.experimentais > 0 ? (100 * t.matriculas / t.experimentais) : 0;
src/hooks/useDivergencias.ts	27	matricula	data_matricula: string | null;
src/hooks/useDivergencias.ts	37	matricula	data_matricula: string | null;
src/hooks/useKPIsComercial.ts	4	kpi	export interface KPIsComercial {
src/hooks/useKPIsComercial.ts	15	matricula	novas_matriculas: number;
src/hooks/useKPIsComercial.ts	16	conversao	taxa_conversao_lead_exp: number;
src/hooks/useKPIsComercial.ts	17	conversao	taxa_conversao_exp_mat: number;
src/hooks/useKPIsComercial.ts	18	conversao	taxa_conversao_geral: number;
src/hooks/useKPIsComercial.ts	22	matricula	matriculas_por_professor: Record<string, number>;
src/hooks/useKPIsComercial.ts	30	matricula	export interface MatriculasPorProfessor {
src/hooks/useKPIsComercial.ts	36	kpi	interface UseKPIsComercialResult {
src/hooks/useKPIsComercial.ts	37	kpi	data: KPIsComercial | null;
src/hooks/useKPIsComercial.ts	38	kpi	dataByUnidade: KPIsComercial[];
src/hooks/useKPIsComercial.ts	40	matricula	matriculasPorProfessor: MatriculasPorProfessor[];
src/hooks/useKPIsComercial.ts	47	kpi	export function useKPIsComercial(
src/hooks/useKPIsComercial.ts	51	kpi	): UseKPIsComercialResult {
src/hooks/useKPIsComercial.ts	52	kpi	const [data, setData] = useState<KPIsComercial | null>(null);
src/hooks/useKPIsComercial.ts	53	kpi	const [dataByUnidade, setDataByUnidade] = useState<KPIsComercial[]>([]);
src/hooks/useKPIsComercial.ts	55	matricula	const [matriculasPorProfessor, setMatriculasPorProfessor] = useState<MatriculasPorProfessor[]>([]);
src/hooks/useKPIsComercial.ts	70	kpi	.from('vw_kpis_comercial_mensal')
src/hooks/useKPIsComercial.ts	77	kpi	const { data: kpisData, error: kpisError } = await query;
src/hooks/useKPIsComercial.ts	79	kpi	if (kpisError) {
src/hooks/useKPIsComercial.ts	85	kpi	if (kpisData && kpisData.length > 0) {
src/hooks/useKPIsComercial.ts	86	kpi	setDataByUnidade(kpisData);
src/hooks/useKPIsComercial.ts	89	kpi	const consolidado: KPIsComercial = {
src/hooks/useKPIsComercial.ts	90	kpi	unidade_id: unidadeId === 'todos' ? 'todos' : kpisData[0].unidade_id,
src/hooks/useKPIsComercial.ts	91	kpi	unidade_nome: unidadeId === 'todos' ? 'Consolidado' : kpisData[0].unidade_nome,
src/hooks/useKPIsComercial.ts	94	kpi	total_leads: kpisData.reduce((acc, k) => acc + (k.total_leads || 0), 0),
src/hooks/useKPIsComercial.ts	95	kpi	leads_arquivados: kpisData.reduce((acc, k) => acc + (k.leads_arquivados || 0), 0),
src/hooks/useKPIsComercial.ts	96	kpi	experimentais_agendadas: kpisData.reduce((acc, k) => acc + (k.experimentais_agendadas || 0), 0),
src/hooks/useKPIsComercial.ts	97	kpi	experimentais_realizadas: kpisData.reduce((acc, k) => acc + (k.experimentais_realizadas || 0), 0),
src/hooks/useKPIsComercial.ts	98	kpi	faltaram: kpisData.reduce((acc, k) => acc + (k.faltaram || 0), 0),
src/hooks/useKPIsComercial.ts	99	kpi	taxa_showup: kpisData.reduce((acc, k) => acc + (k.taxa_showup || 0), 0) / kpisData.length,
src/hooks/useKPIsComercial.ts	100	kpi,matricula	novas_matriculas: kpisData.reduce((acc, k) => acc + (k.novas_matriculas || 0), 0),
src/hooks/useKPIsComercial.ts	101	conversao,kpi	taxa_conversao_lead_exp: kpisData.reduce((acc, k) => acc + (k.taxa_conversao_lead_exp || 0), 0) / kpisData.length,
src/hooks/useKPIsComercial.ts	102	conversao,kpi	taxa_conversao_exp_mat: kpisData.reduce((acc, k) => acc + (k.taxa_conversao_exp_mat || 0), 0) / kpisData.length,
src/hooks/useKPIsComercial.ts	103	conversao,kpi	taxa_conversao_geral: kpisData.reduce((acc, k) => acc + (k.taxa_conversao_geral || 0), 0) / kpisData.length,
src/hooks/useKPIsComercial.ts	104	kpi	faturamento_novos: kpisData.reduce((acc, k) => acc + (k.faturamento_novos || 0), 0),
src/hooks/useKPIsComercial.ts	105	kpi	ticket_medio_novos: kpisData.reduce((acc, k) => acc + (k.ticket_medio_novos || 0), 0) / kpisData.length,
src/hooks/useKPIsComercial.ts	107	matricula	matriculas_por_professor: {},
src/hooks/useKPIsComercial.ts	112	kpi	kpisData.forEach(k => {
src/hooks/useKPIsComercial.ts	121	matrícula	// Consolidar matrículas por professor
src/hooks/useKPIsComercial.ts	123	kpi	kpisData.forEach(k => {
src/hooks/useKPIsComercial.ts	124	matricula	if (k.matriculas_por_professor) {
src/hooks/useKPIsComercial.ts	125	matricula	Object.entries(k.matriculas_por_professor).forEach(([prof, count]) => {
src/hooks/useKPIsComercial.ts	130	matricula	consolidado.matriculas_por_professor = Object.fromEntries(profsMap);
src/hooks/useKPIsComercial.ts	141	matricula	setMatriculasPorProfessor(
src/hooks/useKPIsComercial.ts	151	matricula,matrícula	{ name: 'Matrículas', value: consolidado.novas_matriculas, color: '#10b981' },
src/hooks/useKPIsComercial.ts	158	kpi	console.error('Erro ao buscar KPIs Comerciais:', err);
src/hooks/useKPIsComercial.ts	184	matrícula	// Buscar matrículas
src/hooks/useKPIsComercial.ts	185	matricula	let matriculasQuery = supabase
src/hooks/useKPIsComercial.ts	188	matricula	.gte('data_matricula', startDate)
src/hooks/useKPIsComercial.ts	189	matricula	.lte('data_matricula', endDate);
src/hooks/useKPIsComercial.ts	192	matricula	matriculasQuery = matriculasQuery.eq('unidade_id', unidadeId);
src/hooks/useKPIsComercial.ts	195	matricula	const { data: matriculasData } = await matriculasQuery;
src/hooks/useKPIsComercial.ts	198	matricula	const matriculas = matriculasData || [];
src/hooks/useKPIsComercial.ts	202	experimental,matricula	const expAgendadas = leads.filter(l => l.status === 'experimental_agendada' || l.status === 'experimental_realizada' || l.status === 'matriculado').length;
src/hooks/useKPIsComercial.ts	203	experimental,matricula	const expRealizadas = leads.filter(l => l.status === 'experimental_realizada' || l.status === 'matriculado').length;
src/hooks/useKPIsComercial.ts	204	matricula	const novasMatriculas = matriculas.length;
src/hooks/useKPIsComercial.ts	206	kpi	const consolidado: KPIsComercial = {
src/hooks/useKPIsComercial.ts	217	matricula	novas_matriculas: novasMatriculas,
src/hooks/useKPIsComercial.ts	218	conversao	taxa_conversao_lead_exp: totalLeads > 0 ? (expRealizadas / totalLeads) * 100 : 0,
src/hooks/useKPIsComercial.ts	219	conversao,matricula	taxa_conversao_exp_mat: expRealizadas > 0 ? (novasMatriculas / expRealizadas) * 100 : 0,
src/hooks/useKPIsComercial.ts	220	conversao,matricula	taxa_conversao_geral: totalLeads > 0 ? (novasMatriculas / totalLeads) * 100 : 0,
src/hooks/useKPIsComercial.ts	221	matricula	faturamento_novos: matriculas.reduce((acc, m) => acc + (m.valor_parcela || 0), 0),
src/hooks/useKPIsComercial.ts	222	matricula	ticket_medio_novos: novasMatriculas > 0 ? matriculas.reduce((acc, m) => acc + (m.valor_parcela || 0), 0) / novasMatriculas : 0,
src/hooks/useKPIsComercial.ts	224	matricula	matriculas_por_professor: {},
src/hooks/useKPIsComercial.ts	235	matrícula	// Agrupar matrículas por professor
src/hooks/useKPIsComercial.ts	237	matricula	matriculas.forEach((m: any) => {
src/hooks/useKPIsComercial.ts	241	matricula	consolidado.matriculas_por_professor = Object.fromEntries(profsMap);
src/hooks/useKPIsComercial.ts	251	matricula	setMatriculasPorProfessor(
src/hooks/useKPIsComercial.ts	260	matricula,matrícula	{ name: 'Matrículas', value: consolidado.novas_matriculas, color: '#10b981' },
src/hooks/useKPIsComercial.ts	264	kpi	console.error('Erro no fallback de KPIs Comerciais:', err);
src/hooks/useKPIsComercial.ts	272	matricula	return { data, dataByUnidade, leadsPorCanal, matriculasPorProfessor, funnelData, isLoading, error, refetch: fetchData };
src/hooks/useKPIsComercial.ts	275	kpi	export default useKPIsComercial;
src/hooks/useFidelizaPrograma.ts	9	inadimplencia	inadimplencia_maxima: number;
src/hooks/useFidelizaPrograma.ts	18	inadimplencia	inadimplencia: number;
src/hooks/useFidelizaPrograma.ts	41	inadimplencia	inadimplencia_pct: number;
src/hooks/useFidelizaPrograma.ts	60	inadimplencia	inadimplencia: number;
src/hooks/useFidelizaPrograma.ts	92	inadimplencia	inadimplencia_pct: number;
src/hooks/useFidelizaPrograma.ts	97	inadimplencia	bateu_inadimplencia: boolean;
src/hooks/useFidelizaPrograma.ts	153	inadimplencia	const bateuInadimplencia = metricas.inadimplencia_pct <= metas.inadimplencia_maxima;
src/hooks/useFidelizaPrograma.ts	160	inadimplencia	const pontosInadimplencia = bateuInadimplencia ? pts.inadimplencia : 0;
src/hooks/useFidelizaPrograma.ts	174	inadimplência	// Bônus inadimplência: +5 pts se 0%
src/hooks/useFidelizaPrograma.ts	175	inadimplencia	if (bateuInadimplencia && metricas.inadimplencia_pct === 0) {
src/hooks/useFidelizaPrograma.ts	198	inadimplencia	const criteriosBatidos = [bateuChurn, bateuInadimplencia, bateuRenovacao, bateuReajuste, bateuLojinha].filter(Boolean).length;
src/hooks/useFidelizaPrograma.ts	209	inadimplencia	const total = pontosChurn + pontosInadimplencia + pontosRenovacao + pontosReajuste + pontosLojinha + bonus - pen.total_pontos;
src/hooks/useFidelizaPrograma.ts	215	inadimplencia	inadimplencia: pontosInadimplencia,
src/hooks/useEvasoesData.ts	4	evasao	Evasao,
src/hooks/useEvasoesData.ts	5	kpi,retencao	KPIsRetencao,
src/hooks/useEvasoesData.ts	6	retencao	DadosMensaisRetencao,
src/hooks/useEvasoesData.ts	7	retencao	DadosUnidadeRetencao,
src/hooks/useEvasoesData.ts	8	evasao	ProfessorEvasao,
src/hooks/useEvasoesData.ts	9	evasao	MotivoEvasao,
src/hooks/useEvasoesData.ts	10	retencao	UnidadeRetencao,
src/hooks/useEvasoesData.ts	13	retencao	} from '../types/retencao';
src/hooks/useEvasoesData.ts	15	retencao	export function useEvasoesData(ano: number = 2025, unidade: UnidadeRetencao = 'Consolidado') {
src/hooks/useEvasoesData.ts	16	evasao	const [evasoes, setEvasoes] = useState<Evasao[]>([]);
src/hooks/useEvasoesData.ts	53	kpi	// Calcular KPIs
src/hooks/useEvasoesData.ts	54	kpi,retencao	const kpis = useMemo((): KPIsRetencao | null => {
src/hooks/useEvasoesData.ts	61	evasao	const ticketMedioEvasao = mrrPerdidoTotal / totalEvasoes;
src/hooks/useEvasoesData.ts	87	evasao	ticketMedioEvasao,
src/hooks/useEvasoesData.ts	96	retencao	const dadosMensais = useMemo((): DadosMensaisRetencao[] => {
src/hooks/useEvasoesData.ts	97	retencao	const porMes: Record<string, DadosMensaisRetencao> = {};
src/hooks/useEvasoesData.ts	123	retencao	const dadosPorUnidade = useMemo((): DadosUnidadeRetencao[] => {
src/hooks/useEvasoesData.ts	130	retencao	const porUnidade: Record<string, DadosUnidadeRetencao> = {};
src/hooks/useEvasoesData.ts	153	evasao	const professores = useMemo((): ProfessorEvasao[] => {
src/hooks/useEvasoesData.ts	154	evasao	const porProfessor: Record<string, ProfessorEvasao> = {};
src/hooks/useEvasoesData.ts	195	evasão	// Motivos de evasão
src/hooks/useEvasoesData.ts	196	evasao	const motivos = useMemo((): MotivoEvasao[] => {
src/hooks/useEvasoesData.ts	197	evasao	const porMotivo: Record<string, MotivoEvasao> = {};
src/hooks/useEvasoesData.ts	227	kpi	kpis,
src/hooks/useEvasoesData.ts	239	evasao,retencao	export function useProfessoresEvasao(ano: number = 2025, unidade: UnidadeRetencao = 'Consolidado') {
src/hooks/useEvasoesData.ts	245	evasao,retencao	export function useMotivosEvasao(ano: number = 2025, unidade: UnidadeRetencao = 'Consolidado') {
src/hooks/useMetasKPI.ts	4	kpi	// Tipos de KPI que têm metas definidas
src/hooks/useMetasKPI.ts	6	pagante	| 'alunos_pagantes'
src/hooks/useMetasKPI.ts	10	permanencia	| 'tempo_permanencia'
src/hooks/useMetasKPI.ts	11	inadimplencia	| 'inadimplencia'
src/hooks/useMetasKPI.ts	15	matricula	| 'matriculas'
src/hooks/useMetasKPI.ts	21	kpi	export interface MetasKPI {
src/hooks/useMetasKPI.ts	22	pagante	alunos_pagantes?: number;
src/hooks/useMetasKPI.ts	26	permanencia	tempo_permanencia?: number;
src/hooks/useMetasKPI.ts	27	inadimplencia	inadimplencia?: number;
src/hooks/useMetasKPI.ts	31	matricula	matriculas?: number;
src/hooks/useMetasKPI.ts	38	kpi	interface UseMetasKPIResult {
src/hooks/useMetasKPI.ts	39	kpi	metas: MetasKPI;
src/hooks/useMetasKPI.ts	51	kpi	export function useMetasKPI(
src/hooks/useMetasKPI.ts	55	kpi	): UseMetasKPIResult {
src/hooks/useMetasKPI.ts	56	kpi	const [metas, setMetas] = useState<MetasKPI>({});
src/hooks/useMetasKPI.ts	67	kpi	.from('metas_kpi')
src/hooks/useMetasKPI.ts	82	kpi	const metasConsolidadas: MetasKPI = {};
src/hooks/useMetasKPI.ts	95	matricula	// Metas de quantidade (alunos, leads, matriculas) = soma
src/hooks/useMetasKPI.ts	97	matricula,pagante	const tiposSoma = ['alunos_pagantes', 'leads', 'experimentais', 'matriculas'];
src/hooks/useMetasKPI.ts	131	kpi	export default useMetasKPI;
src/hooks/useHealthScoreConfig.ts	19	retencao	peso_retencao: w.retencao,
src/hooks/useHealthScoreConfig.ts	20	conversao	peso_conversao: w.conversao,
src/hooks/useHealthScoreConfig.ts	31	retencao	retencao: row.peso_retencao as number,
src/hooks/useHealthScoreConfig.ts	32	conversao	conversao: row.peso_conversao as number,
src/hooks/useProfessoresData.ts	58	experimental	.filter(p => p.professor !== 'Não teve' && p.professor !== 'Sem experimental')
src/hooks/useSimulador.ts	57	conversao	taxaLeadExp: dadosHistoricos?.taxaConversaoLeadExp || DEFAULTS_SIMULACAO.taxaLeadExp || 60,
src/hooks/useSimulador.ts	58	conversao	taxaExpMat: dadosHistoricos?.taxaConversaoExpMat || DEFAULTS_SIMULACAO.taxaExpMat || 50,
src/hooks/useSimulador.ts	59	inadimplencia	inadimplenciaPct: DEFAULTS_SIMULACAO.inadimplenciaPct || 3,
src/hooks/useSimulador.ts	107	conversao	taxaLeadExp: dadosHistoricos?.taxaConversaoLeadExp || 60,
src/hooks/useSimulador.ts	108	conversao	taxaExpMat: dadosHistoricos?.taxaConversaoExpMat || 50,
src/hooks/useSimulador.ts	109	inadimplencia	inadimplenciaPct: 3,
src/hooks/useSimulador.ts	145	inadimplencia	inadimplenciaPct: parseFloat(row.inadimplencia_pct || '3'),
src/hooks/useSimulador.ts	193	inadimplencia	inadimplencia_pct: inputs.inadimplenciaPct,
src/hooks/useSimulador.ts	195	matricula	matriculas_mensais: resultado.matriculasMensais,
src/hooks/useSimulador.ts	200	ltv	ltv_projetado: resultado.ltvProjetado,
src/hooks/useSimulador.ts	262	kpi	// Aplicar metas calculadas na tabela metas_kpi
src/hooks/useSimulador.ts	270	conversão	// Metas a serem aplicadas (incluindo taxas de conversão e alunos atual editado)
src/hooks/useSimulador.ts	272	pagante	{ tipo: 'alunos_pagantes', valor: inputs.alunosObjetivo },
src/hooks/useSimulador.ts	278	matricula	{ tipo: 'matriculas', valor: resultado.matriculasMensais },
src/hooks/useSimulador.ts	280	conversão	// Taxas de conversão (parâmetros do simulador)
src/hooks/useSimulador.ts	291	kpi	.from('metas_kpi')
src/hooks/useProfessorVideos.ts	47	experimental,matricula	tipo: 'experimental' | 'matricula'
src/hooks/useDadosMensais.ts	11	pagante	alunos_pagantes: number;
src/hooks/useDadosMensais.ts	12	matricula	matriculas_ativas: number;
src/hooks/useDadosMensais.ts	13	matricula	matriculas_banda: number;
src/hooks/useDadosMensais.ts	14	matricula	matriculas_2_curso: number;
src/hooks/useDadosMensais.ts	15	matricula	novas_matriculas: number;
src/hooks/useDadosMensais.ts	20	permanencia	tempo_permanencia: number;
src/hooks/useDadosMensais.ts	21	inadimplencia	inadimplencia: number;
src/hooks/useDadosMensais.ts	30	pagante	alunos_pagantes: number;
src/hooks/useDadosMensais.ts	31	matricula	novas_matriculas: number;
src/hooks/useDadosMensais.ts	36	permanencia	tempo_permanencia: number;
src/hooks/useDadosMensais.ts	37	inadimplencia	inadimplencia: number;
src/hooks/useDadosMensais.ts	88	pagante	alunos_pagantes: Math.round(
src/hooks/useDadosMensais.ts	89	pagante	data.reduce((acc, d) => acc + (d.alunos_pagantes || 0), 0) / totalRegistros
src/hooks/useDadosMensais.ts	91	matricula	novas_matriculas: data.reduce((acc, d) => acc + (d.novas_matriculas || 0), 0),
src/hooks/useDadosMensais.ts	102	permanencia	tempo_permanencia: Math.round(
src/hooks/useDadosMensais.ts	103	permanencia	data.reduce((acc, d) => acc + (d.tempo_permanencia || 0), 0) / totalRegistros
src/hooks/useDadosMensais.ts	105	inadimplencia	inadimplencia: Number(
src/hooks/useDadosMensais.ts	106	inadimplencia	(data.reduce((acc, d) => acc + (d.inadimplencia || 0), 0) / totalRegistros).toFixed(2)
src/hooks/useDadosMensais.ts	115	inadimplência	// Calcular faturamento realizado (previsto - inadimplência)
src/hooks/useDadosMensais.ts	117	inadimplencia	(agregados.faturamento_estimado * (1 - agregados.inadimplencia / 100)).toFixed(2)
src/hooks/useDadosMensais.ts	120	pagante	// Calcular MRR médio (ticket médio * alunos pagantes)
src/hooks/useDadosMensais.ts	122	pagante	(agregados.ticket_medio * agregados.alunos_pagantes).toFixed(2)
src/hooks/useMatriculadorPrograma.ts	8	experimental	taxa_showup_experimental: number;
src/hooks/useMatriculadorPrograma.ts	9	experimental,matricula	taxa_experimental_matricula: number;
src/hooks/useMatriculadorPrograma.ts	10	matricula	taxa_lead_matricula: number;
src/hooks/useMatriculadorPrograma.ts	53	matricula	total_matriculas: number;
src/hooks/useMatriculadorPrograma.ts	55	matricula	media_matriculas_mes: number;
src/hooks/useMatriculadorPrograma.ts	119	experimental	const pontosTaxaShowup = metricas.taxa_showup_exp >= metas.taxa_showup_experimental
src/hooks/useMatriculadorPrograma.ts	121	experimental,matricula	const pontosTaxaExpMat = metricas.taxa_exp_mat >= metas.taxa_experimental_matricula
src/hooks/useMatriculadorPrograma.ts	123	matricula	const pontosTaxaGeral = metricas.taxa_geral >= metas.taxa_lead_matricula
src/hooks/useMatriculadorPrograma.ts	125	matricula	const pontosVolume = metricas.media_matriculas_mes >= metaVolume
src/hooks/useMatriculadorPrograma.ts	136	experimental	if (metricas.taxa_showup_exp > metas.taxa_showup_experimental) {
src/hooks/useMatriculadorPrograma.ts	137	experimental	const acima = metricas.taxa_showup_exp - metas.taxa_showup_experimental;
src/hooks/useMatriculadorPrograma.ts	141	experimental,matricula	if (metricas.taxa_exp_mat > metas.taxa_experimental_matricula) {
src/hooks/useMatriculadorPrograma.ts	142	experimental,matricula	const acima = metricas.taxa_exp_mat - metas.taxa_experimental_matricula;
src/hooks/useMatriculadorPrograma.ts	146	matricula	if (metricas.taxa_geral > metas.taxa_lead_matricula) {
src/hooks/useMatriculadorPrograma.ts	147	matricula	const acima = metricas.taxa_geral - metas.taxa_lead_matricula;
src/hooks/useMatriculadorPrograma.ts	151	matricula	if (metricas.media_matriculas_mes > metaVolume) {
src/hooks/useMatriculadorPrograma.ts	152	matricula	const acima = metricas.media_matriculas_mes - metaVolume;
src/hooks/useMatriculadorPrograma.ts	178	matricula	export function useMatriculadorPrograma(ano: number = 2026, unidadeId?: string | null) {
src/hooks/useMatriculadorPrograma.ts	189	matricula	const { data, error: rpcError } = await supabase.rpc('get_programa_matriculador_dados', {
src/hooks/useMatriculadorPrograma.ts	236	matricula	const { data, error } = await supabase.rpc('registrar_penalidade_matriculador', {
src/hooks/useMatriculadorPrograma.ts	260	matricula	const { data, error } = await supabase.rpc('deletar_penalidade_matriculador', {
src/hooks/useMatriculadorPrograma.ts	283	matricula	.from('programa_matriculador_penalidades')
src/hooks/useMatriculadorPrograma.ts	301	matricula	const { data, error } = await supabase.rpc('atualizar_config_matriculador', {
src/hooks/useMatriculadorPrograma.ts	325	matricula	total_matriculas: number;
src/hooks/useMatriculadorPrograma.ts	340	matricula	const { data, error: rpcError } = await supabase.rpc('get_historico_mensal_matriculador', {
src/hooks/useCheckLeadDuplicado.ts	19	matricula	* Cascata de match (espelha edge function processar-matricula-emusys):
src/hooks/useCursosData.ts	29	matricula	.from('cursos_matriculados')
src/hooks/useMetas.ts	39	matricula,matrícula	matriculas: 'Matrículas',
src/hooks/useMetas.ts	46	conversao,conversão	taxa_conversao: 'Taxa Conversão',
src/hooks/useMetas.ts	98	matrícula	// Matrículas realizadas
src/hooks/useMetas.ts	99	matricula	let matriculasQuery = supabase
src/hooks/useMetas.ts	102	matricula	.gte('data_matricula', startDate)
src/hooks/useMetas.ts	103	matricula	.lte('data_matricula', endDate);
src/hooks/useMetas.ts	106	matricula	matriculasQuery = matriculasQuery.eq('unidade_id', unidadeId);
src/hooks/useMetas.ts	109	matricula	const { count: matriculasRealizadas } = await matriculasQuery;
src/hooks/useMetas.ts	130	experimental,matricula	.in('status', ['experimental_realizada', 'matriculado']);
src/hooks/useMetas.ts	156	evasao	.in('tipo', ['evasao', 'nao_renovacao', 'aviso_previo'])
